ID,E04,Registration Status,Admissions Status,Matriculation Status,Attendance Status,Class Level,Total Credits Enrolled,County,School,Program,Degree,Major,Major_Desc,Program,Concentration,age,Housing,Ethnicity_ALL,BannerTerm,Residency
128197,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,17,Essex,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,Y,Black or African American,202320,R
128295,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,12,Gloucester,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,21,,Caucasian or White,202320,R
128771,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Mercer,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,21,Y,Hispanic or Latino,202320,R
128775,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,20,,Asian,202320,R
128955,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,17,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,,Asian,202320,R
129019,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Union,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,21,Y,Black or African American,202320,R
129093,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,20,Essex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FINP,20,Y,Black or African American,202320,R
129191,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,HOME,21,,Hispanic or Latino,202320,R
129202,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,17,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,,Asian,202320,R
129213,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,17,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,21,,Asian,202320,R
129592,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Essex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,20,Y,Black or African American,202320,R
129599,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Cape May,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,21,Y,Hispanic or Latino,202320,R
129609,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Mercer,ARHU,HIST,BA,HIST,Historical Studies,HIST,GENE,22,Y,Caucasian or White,202320,R
129715,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,20,Y,Black or African American,202320,R
129963,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Camden,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,22,,Asian,202320,R
129979,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,12,Cape May,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,20,Y,Black or African American,202320,R
130041,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,20,,More Than 1 Race,202320,R
130214,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Essex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,20,Y,Hispanic or Latino,202320,R
130313,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Burlington,ARHU,ARTV-BFA,BFA,ARTV,Visual Arts,ARTV-BFA,STUA,21,Y,Black or African American,202320,R
130331,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Essex,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,20,Y,Black or African American,202320,R
130395,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Atlantic,GENS,DIGI,BA,DIGI,Digital Studies,DIGI,GENE,21,Y,Hispanic or Latino,202320,R
130415,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Cumberland,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,20,Y,Hispanic or Latino,202320,R
130476,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,21,Y,Black or African American,202320,R
130877,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,19,Camden,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,Y,Asian,202320,R
131029,Male,Continuing,EOF,Degree-Seeking,FT,Sophomore,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,19,,Asian,202320,R
124334,Male,Continuing,EOF,Degree-Seeking,PT,Senior,4,Cumberland,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,24,,Hispanic or Latino,202320,R
124487,Male,Continuing,EOF,Degree-Seeking,PT,Senior,8,Essex,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Black or African American,202320,R
132918,Male,Continuing,EOF,Degree-Seeking,PT,Senior,4,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,25,,Asian,202320,R
126604,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,UNDC,UNDC,U,0,Undeclared,UNDC,GENE,23,,Hispanic or Latino,202320,R
132782,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Cape May,UNDC,UNDC,000000,0,Undeclared,UNDC,GENE,24,Y,Caucasian or White,202320,R
127056,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Ocean,NAMS,BIOL-BA,BA,BIOL,Biology,BIOL-BA,EDUC,22,,Caucasian or White,202320,R
128160,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,HOME,21,,Hispanic or Latino,202320,R
128173,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,22,,Caucasian or White,202320,R
129301,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,24,,Black or African American,202320,R
129908,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Passaic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,21,Y,Caucasian or White,202320,R
129948,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,PROF,20,,Asian,202320,R
130287,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,17,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,20,,Asian,202320,R
130370,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,22,,Asian,202320,R
130587,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,20,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,22,,Hispanic or Latino,202320,R
130713,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,ARHU,PHIL,BA,PHIL,Philosophy and Religion,PHIL,GENE,19,,Asian,202320,R
130729,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,24,,Black or African American,202320,R
131284,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,14,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,21,,Caucasian or White,202320,R
131620,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,SOBL,POLS,BA,POLS,Political Science,POLS,PREL,20,,Hispanic or Latino,202320,R
131737,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Cape May,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,20,Y,Caucasian or White,202320,R
131766,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Camden,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,21,Y,Caucasian or White,202320,R
132250,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,23,,Black or African American,202320,R
132284,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Burlington,SOBL,SOCY,BA,SOCY,Sociology & Anthropology,SOCY,SOCI,22,Y,Black or African American,202320,R
132571,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Not NJ Resident,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,20,Y,Caucasian or White,202320,N
132576,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Not NJ Resident,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,21,Y,Caucasian or White,202320,N
132641,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,23,,Hispanic or Latino,202320,R
132644,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,19,Not NJ Resident,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,MBIO,24,Y,Hispanic or Latino,202320,N
132680,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,26,,Black or African American,202320,R
132725,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,19,Atlantic,NAMS,MARS-BS,BS,MARS,Marine Science,MARS-BS,OCEN,20,,Caucasian or White,202320,R
132726,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,21,,Caucasian or White,202320,R
132754,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,20,Cape May,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Caucasian or White,202320,R
132806,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Gloucester,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,20,Y,Caucasian or White,202320,R
132940,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,16,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PRPT,31,Y,Caucasian or White,202320,R
132965,Male,Continuing,Transfer,Degree-Seeking,FT,First-Year,12,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,35,,More Than 1 Race,202320,R
124350,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Ocean,SOBL,POLS,BA,MARS,Marine Science,MARS-BA,EDUC,24,,Caucasian or White,202320,R
125464,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,17,Cape May,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,ENPL,22,,Caucasian or White,202320,R
125708,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,13,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,23,,Caucasian or White,202320,R
125779,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,14,Morris,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,ENPL,23,Y,Caucasian or White,202320,R
126374,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,14,Burlington,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,22,Y,Caucasian or White,202320,R
126580,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,22,Y,Caucasian or White,202320,R
126912,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,21,Atlantic,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,24,,Caucasian or White,202320,R
127573,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Burlington,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,FORS,24,,Caucasian or White,202320,R
128306,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,15,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,24,,Caucasian or White,202320,R
129117,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,21,Cape May,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,ENPL,22,,Caucasian or White,202320,R
130106,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,14,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,23,,Caucasian or White,202320,R
130852,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,15,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,SSHY,36,,Caucasian or White,202320,R
131417,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,17,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,22,Y,Caucasian or White,202320,R
131452,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Monmouth,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,GENE,22,Y,Caucasian or White,202320,R
131670,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,18,Ocean,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,FORS,21,Y,Caucasian or White,202320,R
132176,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,18,Cumberland,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,FORS,23,Y,Caucasian or White,202320,R
132450,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,14,Hunterdon,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,23,,Hispanic or Latino,202320,R
132722,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,15,Cape May,NAMS,ENVL_BS,BS,ENSC,Environmental Science,ENVL_BS,WILD,23,,Caucasian or White,202320,R
123572,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,18,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,41,,Black or African American,202320,R
123593,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,13,Ocean,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ELEM,36,,Caucasian or White,202320,R
123739,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,ECED,33,,Black or African American,202320,R
123796,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,22,Atlantic,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,31,,Caucasian or White,202320,R
123798,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,ARHU,LITT,BA,LITT,Literature,LITT,EDSC,34,,Caucasian or White,202320,R
123854,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,18,Cape May,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,27,,Caucasian or White,202320,R
123862,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,53,,Caucasian or White,202320,R
123882,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,28,,Asian,202320,R
123883,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,27,,Hispanic or Latino,202320,R
123902,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,13,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,27,,Hispanic or Latino,202320,R
123913,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Monmouth,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,28,,Caucasian or White,202320,R
124016,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,SOBL,PSYC-BS,BS,PSYC,Psychology,PSYC-BS,MHLT,28,,Caucasian or White,202320,R
124065,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,SOBL,POLS,BA,POLS,Political Science,POLS,GENE,25,,Caucasian or White,202320,R
124124,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FINP,26,,Caucasian or White,202320,R
124191,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Middlesex,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,33,Y,Asian,202320,R
124368,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,NAMS,SUST-BA,BA,SSTB,Sustainability,SUST-BA,SUSM,25,,Caucasian or White,202320,R
124439,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,18,Monmouth,NAMS,ENVL-BA,BA,ENVL,Environmental Studies,ENVL-BA,WILD,30,Y,Caucasian or White,202320,R
124603,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,24,,Black or African American,202320,R
124642,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,23,,Caucasian or White,202320,R
124649,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,22,,Caucasian or White,202320,R
124669,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FORE,22,,Hispanic or Latino,202320,R
124754,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Morris,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Caucasian or White,202320,R
124841,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Burlington,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,23,,Caucasian or White,202320,R
124972,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Monmouth,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,23,,More Than 1 Race,202320,R
124991,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Passaic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,23,Y,Hispanic or Latino,202320,R
125134,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,23,,Caucasian or White,202320,R
125244,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,23,,Caucasian or White,202320,R
125263,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,26,,Asian,202320,R
125296,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Camden,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,25,,Caucasian or White,202320,R
125306,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Caucasian or White,202320,R
125314,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,26,,Caucasian or White,202320,R
125350,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Cape May,SOBL,SOWK,BS,SOWK,Social Work,SOWK,GENE,21,Y,Caucasian or White,202320,R
125355,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,23,,Caucasian or White,202320,R
125427,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,23,,Caucasian or White,202320,R
125490,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Cumberland,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,MHLT,22,,Hispanic or Latino,202320,R
125500,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,22,,Hispanic or Latino,202320,R
125533,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Ocean,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,PROT,22,,Hispanic or Latino,202320,R
125561,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Bergen,ARHU,LITT,BA,LITT,Literature,LITT,CRWT,23,Y,Caucasian or White,202320,R
125758,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Middlesex,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,22,,Hispanic or Latino,202320,R
125827,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Middlesex,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,22,Y,Black or African American,202320,R
126015,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Monmouth,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MGMT,22,,Caucasian or White,202320,R
126030,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,24,,Black or African American,202320,R
126095,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Gloucester,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,22,,Black or African American,202320,R
126159,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,22,,Caucasian or White,202320,R
126208,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Camden,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,ACCT,22,,Caucasian or White,202320,R
126267,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,21,,Caucasian or White,202320,R
126277,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,26,,Asian,202320,R
126398,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,21,Atlantic,ARHU,COMM,BA,COMM,Communication Studies,COMM,MEDP,22,,Caucasian or White,202320,R
126409,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,22,,Caucasian or White,202320,R
126421,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,22,,Caucasian or White,202320,R
126445,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,GENS,LIBA,BA,LIBA,Liberal Studies,LIBA,GENE,22,,Caucasian or White,202320,R
126623,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Caucasian or White,202320,R
126694,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,13,Atlantic,BUSN,CSCI,BS,CSCI,Computer Science,CSCI,GENE,22,,Hispanic or Latino,202320,R
126740,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,50,,Caucasian or White,202320,R
126748,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,PRAD,23,,Caucasian or White,202320,R
126764,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Ocean,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,FIN,24,,Caucasian or White,202320,R
126777,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,21,Salem,HLTH,EXSC-BS,BS,EXSC,Exercise Science,EXSC-BS,GENE,23,,Caucasian or White,202320,R
126789,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,POLS,BA,POLS,Political Science,POLS,PREL,23,,Black or African American,202320,R
126790,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Mercer,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,27,,Caucasian or White,202320,R
126827,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Essex,SOBL,PSYC-BA,BA,PSYC,Psychology,PSYC-BA,GENE,29,Y,Caucasian or White,202320,R
126837,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,22,,Caucasian or White,202320,R
126844,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,BUSN-BA,BA,BSNS,Business Studies,BUSN-BA,GENE,23,,Caucasian or White,202320,R
126903,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Somerset,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,MKTG,24,Y,Caucasian or White,202320,R
126919,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,ARHU,COMM,BA,COMM,Communication Studies,COMM,JRMS,23,,Caucasian or White,202320,R
126935,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,17,Burlington,NAMS,GEOL-BS,BS,GEOL,Geology,GEOL-BS,GENE,21,Y,Hispanic or Latino,202320,R
126986,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,17,Hudson,NAMS,BIOL-BS,BS,BIOL,Biology,BIOL-BS,BTEC,23,Y,Hispanic or Latino,202320,R
126990,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,20,Atlantic,ARHU,LCST,BA,LCST,Languages and Culture Studies,LCST,SPAN,27,Y,Caucasian or White,202320,R
127003,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Cape May,HLTH,HLTH-BS,BS,HLSC,Health Science,HLTH-BS,GENE,25,,Asian,202320,R
127051,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,12,Ocean,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,21,,Asian,202320,R
127108,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Cape May,BUSN,HTEM,BS,HTEM,Hospitality Tourism Event Mgmt,HTEM,GENE,21,,Caucasian or White,202320,R
127114,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,BUSN,BUSN-BS,BS,BSNS,Business Studies,BUSN-BS,BUSA,21,,Hispanic or Latino,202320,R
127149,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Ocean,BUSN,INSY,BS,INSY,Computer Information Systems,INSY,GENE,28,,Hispanic or Latino,202320,R
127150,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Sussex,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,FPSY,28,,Caucasian or White,202320,R
127194,Male,Continuing,Transfer,Degree-Seeking,FT,Junior,16,Atlantic,SOBL,CRIM,BA,CRIM,Criminal Justice,CRIM,GENE,21,Y,Caucasian or White,202320,R
